phenocode	name	category	num_cases	num_controls	path_bucket	path_https
N14_CHRONEPHROPATH	Chronic nephritic syndrome	XIV Diseases of the genitourinary system (N14_)	1098	371635	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_CHRONEPHROPATH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_CHRONEPHROPATH.gz
N14_CHRONKIDNEYDIS	Chronic kidney disease	XIV Diseases of the genitourinary system (N14_)	9073	363177	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_CHRONKIDNEYDIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_CHRONKIDNEYDIS.gz
N14_CHRONTUBULOINTNEPHRITIS	Chronic tubulo-interstitial nephritis	XIV Diseases of the genitourinary system (N14_)	1127	338942	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_CHRONTUBULOINTNEPHRITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_CHRONTUBULOINTNEPHRITIS.gz
N14_CYSTITIS	Cystitis	XIV Diseases of the genitourinary system (N14_)	18080	328001	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_CYSTITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_CYSTITIS.gz
N14_CYSTKID	Cyst of kidney	XIV Diseases of the genitourinary system (N14_)	1696	373761	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_CYSTKID.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_CYSTKID.gz
N14_DIALYSIS	Dialysis	XIV Diseases of the genitourinary system (N14_)	1004	363177	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_DIALYSIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_DIALYSIS.gz
N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	XIV Diseases of the genitourinary system (N14_)	859	373761	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_DISIMPAIRRENTUB.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_DISIMPAIRRENTUB.gz
N14_ENDOMETRIOSIS	Endometriosis	XIV Diseases of the genitourinary system (N14_)	15088	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS.gz
N14_ENDOMETRIOSIS_ASRM_STAGE1_2	Endometriosis ASRM stages 1,2	XIV Diseases of the genitourinary system (N14_)	5769	205101	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_ASRM_STAGE1_2.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_ASRM_STAGE1_2.gz
N14_ENDOMETRIOSIS_ASRM_STAGE3_4	Endometriosis ASRM stages 3,4	XIV Diseases of the genitourinary system (N14_)	7574	203296	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_ASRM_STAGE3_4.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_ASRM_STAGE3_4.gz
N14_ENDOMETRIOSIS_DEEP	Deep endometriosis	XIV Diseases of the genitourinary system (N14_)	2856	203296	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_DEEP.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_DEEP.gz
N14_ENDOMETRIOSIS_FALLOPIAN_TUBE	Endometriosis of fallopian tube	XIV Diseases of the genitourinary system (N14_)	213	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_FALLOPIAN_TUBE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_FALLOPIAN_TUBE.gz
N14_ENDOMETRIOSIS_INTESTINE	Endometriosis of intestine	XIV Diseases of the genitourinary system (N14_)	436	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_INTESTINE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_INTESTINE.gz
N14_ENDOMETRIOSIS_NOS	Unspecified/other endometriosis	XIV Diseases of the genitourinary system (N14_)	2982	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_NOS.gz
N14_ENDOMETRIOSIS_OVARY	Endometriosis of ovary	XIV Diseases of the genitourinary system (N14_)	5867	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_OVARY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_OVARY.gz
N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	XIV Diseases of the genitourinary system (N14_)	5628	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_PELVICPERITONEUM.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_PELVICPERITONEUM.gz
N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	XIV Diseases of the genitourinary system (N14_)	2456	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA.gz
N14_ENDOMETRIOSIS_UTERUS	Adenomyosis (Endometriosis of uterus)	XIV Diseases of the genitourinary system (N14_)	4267	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_UTERUS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMETRIOSIS_UTERUS.gz
N14_ENDOMET_INFERT	Endometriosis diagnosis and infertility diagnosis occurring together	XIV Diseases of the genitourinary system (N14_)	3206	201035	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMET_INFERT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ENDOMET_INFERT.gz
N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	XIV Diseases of the genitourinary system (N14_)	830	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_EROSECTROPUT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_EROSECTROPUT.gz
N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	XIV Diseases of the genitourinary system (N14_)	22575	188295	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALEGENINF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALEGENINF.gz
N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	XIV Diseases of the genitourinary system (N14_)	103306	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALEGENNONINF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALEGENNONINF.gz
N14_FEMALEINFERT	Female infertility	XIV Diseases of the genitourinary system (N14_)	13142	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALEINFERT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALEINFERT.gz
N14_FEMALE_GENITAL_DYSPLASIA_ALL	All dysplastic lesions of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	9227	201643	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_DYSPLASIA_ALL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_DYSPLASIA_ALL.gz
N14_FEMALE_GENITAL_DYSPLASIA_NOS	Dysplastic lesion of unknown severity in the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	302	210568	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_DYSPLASIA_NOS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_DYSPLASIA_NOS.gz
N14_FEMALE_GENITAL_HSIL	HSIL lesion of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	5996	204874	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_HSIL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_HSIL.gz
N14_FEMALE_GENITAL_LSIL	LSIL lesion of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	4102	206768	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_LSIL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMALE_GENITAL_LSIL.gz
N14_FEMGENFISTUL	Fistulae involving female genital tract	XIV Diseases of the genitourinary system (N14_)	424	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMGENFISTUL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMGENFISTUL.gz
N14_FEMGENPAIN	Pain and other conditions associated with female genital organs and menstrual cycle	XIV Diseases of the genitourinary system (N14_)	6976	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMGENPAIN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMGENPAIN.gz
N14_FEMGENPROL	Female genital prolapse	XIV Diseases of the genitourinary system (N14_)	17150	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMGENPROL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMGENPROL.gz
N14_FEMPELINFINOTH	Female pelvic inflammatory disorders in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)	98	188295	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMPELINFINOTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FEMPELINFINOTH.gz
N14_FIANOV	Female infertility, associated with anovulation	XIV Diseases of the genitourinary system (N14_)	2441	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FIANOV.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FIANOV.gz
N14_FIOTHNAS	Female infertility, cervigal, vaginal, other or unspecified origin	XIV Diseases of the genitourinary system (N14_)	11348	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FIOTHNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FIOTHNAS.gz
N14_FITUB	Female infertility, tubal origin	XIV Diseases of the genitourinary system (N14_)	1483	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FITUB.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FITUB.gz
N14_FIUTERINE	Female infertility, uterine origin	XIV Diseases of the genitourinary system (N14_)	99	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_FIUTERINE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_FIUTERINE.gz
N14_GALACTORRHEA	Galactorrhea	XIV Diseases of the genitourinary system (N14_)	272	193973	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_GALACTORRHEA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_GALACTORRHEA.gz
N14_GENITOUROTH	Other disorders of the genitourinary system	XIV Diseases of the genitourinary system (N14_)	3607	373670	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_GENITOUROTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_GENITOUROTH.gz
N14_GLOMEINOTH	Glomerular disorders in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)	3374	371635	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_GLOMEINOTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_GLOMEINOTH.gz
N14_GLOMERULAR	Glomerular diseases	XIV Diseases of the genitourinary system (N14_)	5642	371635	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_GLOMERULAR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_GLOMERULAR.gz
N14_GLOMER_NEPHRITIS	Glomerulonephritis	XIV Diseases of the genitourinary system (N14_)	1605	375672	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_GLOMER_NEPHRITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_GLOMER_NEPHRITIS.gz
N14_HABITABORT	Habitual aborter	XIV Diseases of the genitourinary system (N14_)	571	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_HABITABORT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_HABITABORT.gz
N14_HENOCHSCHONLEIN_NEPHRITIS	Henoch-Schönlein purpura nephritis (HSPN)	XIV Diseases of the genitourinary system (N14_)	94	377183	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_HENOCHSCHONLEIN_NEPHRITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_HENOCHSCHONLEIN_NEPHRITIS.gz
N14_HYDROCELE	Hydrocele	XIV Diseases of the genitourinary system (N14_)	5221	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_HYDROCELE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_HYDROCELE.gz
N14_HYDRONEPHR	Hydronephrosis	XIV Diseases of the genitourinary system (N14_)	3252	338942	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_HYDRONEPHR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_HYDRONEPHR.gz
N14_HYPERTROPHYBREAST	Hypertrophy of breast	XIV Diseases of the genitourinary system (N14_)	5212	193973	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_HYPERTROPHYBREAST.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_HYPERTROPHYBREAST.gz
N14_HYPERTROPHYBREAST_BOTH	Hypertrophy of breast in women and men	XIV Diseases of the genitourinary system (N14_)	6105	359487	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_HYPERTROPHYBREAST_BOTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_HYPERTROPHYBREAST_BOTH.gz
N14_IGA_NEPHROPATHY	IgA nephropathy (IgA glomerulonephritis)	XIV Diseases of the genitourinary system (N14_)	592	376685	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_IGA_NEPHROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_IGA_NEPHROPATHY.gz
N14_IMPOTENCE	Impotence	XIV Diseases of the genitourinary system (N14_)	1264	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_IMPOTENCE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_IMPOTENCE.gz
N14_INFCERVIX	Inflammatory disease of cervix uteri	XIV Diseases of the genitourinary system (N14_)	1847	188295	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_INFCERVIX.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_INFCERVIX.gz
N14_INFLAMALEGEN	Inflammatory disorders of male genital organs, not elsewhere classified	XIV Diseases of the genitourinary system (N14_)	357	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_INFLAMALEGEN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_INFLAMALEGEN.gz
N14_INFLAMMBREAST	Inflammatory disorders of breast	XIV Diseases of the genitourinary system (N14_)	1668	193973	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_INFLAMMBREAST.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_INFLAMMBREAST.gz
N14_INFLUTH	Inflammatory disease of uterus	XIV Diseases of the genitourinary system (N14_)	4337	188295	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_INFLUTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_INFLUTH.gz
N14_ISOLPROTEINURIA	Isolated proteinuria with specified morphological lesion	XIV Diseases of the genitourinary system (N14_)	288	371635	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ISOLPROTEINURIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ISOLPROTEINURIA.gz
N14_KIDUROTH	Other disorders of kidney and ureter	XIV Diseases of the genitourinary system (N14_)	3516	373761	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_KIDUROTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_KIDUROTH.gz
N14_LUMPNASBREAST	Unspecified lump in breast	XIV Diseases of the genitourinary system (N14_)	4681	193973	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_LUMPNASBREAST.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_LUMPNASBREAST.gz
N14_MALEGEN	Diseases of male genital organs	XIV Diseases of the genitourinary system (N14_)	47110	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_MALEGEN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MALEGEN.gz
N14_MALEGENINOTH	Disorders of male genital organs in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)	142	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_MALEGENINOTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MALEGENINOTH.gz
N14_MALEINFERT	Male infertility	XIV Diseases of the genitourinary system (N14_)	1271	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_MALEINFERT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MALEINFERT.gz
N14_MENOPAUSOT	Other menopausal disorders	XIV Diseases of the genitourinary system (N14_)	4777	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_MENOPAUSOT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MENOPAUSOT.gz
N14_MENORRHAGIA	Menorrhagia	XIV Diseases of the genitourinary system (N14_)	21496	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_MENORRHAGIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MENORRHAGIA.gz
N14_MENSIRREG	Irregular menses	XIV Diseases of the genitourinary system (N14_)	17228	179322	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_MENSIRREG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MENSIRREG.gz
N14_MESNRUIRREG	Excessive, frequent and irregular menstruation	XIV Diseases of the genitourinary system (N14_)	36824	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_MESNRUIRREG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MESNRUIRREG.gz
N14_NEPHRITICNAS	Unspecified nephritic syndrome	XIV Diseases of the genitourinary system (N14_)	584	371635	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_NEPHRITICNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_NEPHRITICNAS.gz
N14_NEPHROTICSYND	Nephrotic syndrome	XIV Diseases of the genitourinary system (N14_)	853	371635	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_NEPHROTICSYND.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_NEPHROTICSYND.gz
N14_NEUROMUSCDYSBLADD	Neuromuscular dysfunction of bladder	XIV Diseases of the genitourinary system (N14_)	2618	328001	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_NEUROMUSCDYSBLADD.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_NEUROMUSCDYSBLADD.gz
N14_OBSTRUREFLUROPATH	Other obstructive and reflux uropathy	XIV Diseases of the genitourinary system (N14_)	3832	338942	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OBSTRUREFLUROPATH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OBSTRUREFLUROPATH.gz
N14_OLIGOMEN	Oligomenorrhoea	XIV Diseases of the genitourinary system (N14_)	1065	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OLIGOMEN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OLIGOMEN.gz
N14_ORHCEPINDIDYMITIS	Orchitis and epididymitis	XIV Diseases of the genitourinary system (N14_)	2688	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_ORHCEPINDIDYMITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_ORHCEPINDIDYMITIS.gz
N14_OTHBLADD	Other disorders of  bladder	XIV Diseases of the genitourinary system (N14_)	3435	328001	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHBLADD.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHBLADD.gz
N14_OTHDISMALEGEN	Other disorders of male genital organs	XIV Diseases of the genitourinary system (N14_)	936	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHDISMALEGEN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHDISMALEGEN.gz
N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter	XIV Diseases of the genitourinary system (N14_)	875	373761	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHETNASKIDUR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHETNASKIDUR.gz
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	XIV Diseases of the genitourinary system (N14_)	5117	188295	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHFEMPELINF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHFEMPELINF.gz
N14_OTHINFVAGVULV	Other inflammation of vagina/vulva	XIV Diseases of the genitourinary system (N14_)	1013	188295	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHINFVAGVULV.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHINFVAGVULV.gz
N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri	XIV Diseases of the genitourinary system (N14_)	1426	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFCERVIX.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFCERVIX.gz
N14_OTHNONINFOVA	Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament	XIV Diseases of the genitourinary system (N14_)	778	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFOVA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFOVA.gz
N14_OTHNONINFUTER	Other noninflammatory disorders of uterus, except cervix	XIV Diseases of the genitourinary system (N14_)	8752	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFUTER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFUTER.gz
N14_OTHNONINFVAG	Other noninflammatory disorders of vagina	XIV Diseases of the genitourinary system (N14_)	2358	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFVAG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFVAG.gz
N14_OTHNONINFVULV	Other noninflammatory disorders of vulva and perineum	XIV Diseases of the genitourinary system (N14_)	2660	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFVULV.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHNONINFVULV.gz
N14_OTHPENIS	Other disorders of penis	XIV Diseases of the genitourinary system (N14_)	2643	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHPENIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OTHPENIS.gz
N14_OVARTORS	Torsion of ovary, ovarian pedicle and fallopian tube	XIV Diseases of the genitourinary system (N14_)	642	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OVARTORS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OVARTORS.gz
N14_OVARYCYST	Ovarian cyst	XIV Diseases of the genitourinary system (N14_)	20750	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OVARYCYST.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OVARYCYST.gz
N14_OVAR_HYPERSTIM	Ovarian hyperstimulation (induction)	XIV Diseases of the genitourinary system (N14_)	436	197728	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_OVAR_HYPERSTIM.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_OVAR_HYPERSTIM.gz
N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	XIV Diseases of the genitourinary system (N14_)	6859	119297	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_PHIMOSIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_PHIMOSIS.gz
N14_POLYPFEMGEN	Polyp of the female genital tract	XIV Diseases of the genitourinary system (N14_)	14324	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_POLYPFEMGEN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_POLYPFEMGEN.gz
N14_POSTMENATRVAG	Postmenopausal atrophic vaginitis	XIV Diseases of the genitourinary system (N14_)	2534	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_POSTMENATRVAG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_POSTMENATRVAG.gz
N14_POSTMENBLEED	Postmenopausal bleeding	XIV Diseases of the genitourinary system (N14_)	11582	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_POSTMENBLEED.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_POSTMENBLEED.gz
N14_PREMENSTSYNDROM	Premenstrual syndrome	XIV Diseases of the genitourinary system (N14_)	247	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_PREMENSTSYNDROM.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_PREMENSTSYNDROM.gz
N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube	XIV Diseases of the genitourinary system (N14_)	1157	107564	gs://finngen-public-data-r9/summary_stats/finngen_R9_N14_PROHERNOV.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_PROHERNOV.gz
