ukb_code	fg_code	fg_name	category_fg	category_meta	description_ukb	description_more_ukb
	M13_ACHILLESTEND	Achilles tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ADHCAPSULITIS	Adhesive capsulitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ALGONEURO	Algoneurodystrophy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ANKLEFOOT	Other acquired deformities of ankle and foot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ARTHROPATHIES	Arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ARTHROSIS_INCLAVO	Artrosis, including avohilmo	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ARTHROSIS_KNEE_PRIM_KNEESURG	Gonarthrosis, primary, with knee surgery	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ARTHROSIS_OTH	Other arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ARTHTROSIS_COX_PRIM_ICD10	Coxarthrosis, primary	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ATLOAXSUBLUX	Atlantoaxial subluxation	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BAKERCYST	Synovial cyst of popliteal space [Baker]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BEHCET	Behçet disease	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BICIPITALTEND	Bicipital tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BIOMECHLESIO	Biomechanical lesions, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BONEDISNAS	Other specified/unspecified disorders of  bone/cartilage	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BONEHYPERTRPH	Hypertrophy of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BURSCYSTOTH	Other bursal cyst	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BURSELBOWOTH	Other bursitis of elbow	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BURSITISHIPOTH	Other bursitis of hip	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BURSITISKNEEOTH	Other bursitis of knee	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_BURSITISOTH	Other bursitis, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CALCANSPUR	Calcaneal spur	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CALCTENDINITIS	Calcific tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CARTILAGE	Other articular cartilage disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CERVICOBRACHSDR	Cervicobrachial syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CERVICOCRANSDR	Cervicocranial syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CHONDROMALACIA	Chondromalacia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CHRONDROPATHIES	Chondropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarthritis of wrist	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CHURGSTRAUSS	Polyarteritis with lung involvement [Churg-Strauss]/EGPA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CLAWCLUBHANDFOOT	Acquired clawhand, clubhand, clawfoot and clubfoot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CONNECTNAS	Other specified/unspecified systemic involvement of connective tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_CONTRACTUREJOINT	Contracture of joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DEFORMDORSO	Deforming dorsopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DEFORMDORSONAS	Other specified/unspecified deforming dorsopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DEQUERVAIN	Radial styloid tenosynovitis [de Quervain]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DERMATOMYOTH	Other dermatomyositis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DERMATOPOLYNAS	Dermatopolymyositis, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DIASTASIS	Diastasis of muscle	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DISCINFECTION	Infection of intervertebral disc (pyogenic)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DISCITIS	Discitis, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DISSYNOTENDNAS	Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DORSALGIA	Dorsalgia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DORSALGIANAS	Other/unspecified dorsalgia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DORSOPATHY	Dorsopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DORSOPATHYNAS	Other specified/unspecified dorsopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_DORSOPATHYOTH	Other dorsopathies, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_EARLY_LUMBAR_PROLAPSE	Early lumbar disc prolapse, operated	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ENTEROARTHR	Enteropathic arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ENTESOPATHYLOWNAS	Other/unspecified enthesopathies of lower limb, excluding foot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ENTESOPATHYNAS	Other/unspecified enthesopathies, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_FATIGFRACT	Fatigue fracture of vertebra	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_FATPADHYPERTROPHY	Hypertrophy of (infrapatellar) fat pad	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_FIBROBLASTNAS	Other fibroblastic disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_FOREIGNBODY	Residual foreign body in soft tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_FORESTIER	Ankylosing hyperostosis [Forestier]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_GANGLION	Ganglion	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_GLUTEALTEND	Gluteal tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_HALLUDEFORMOTH	Other deformity of hallux (acquired)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_HTROMBMICROANG	Thrombotic microangiopathy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_HYPERANG	Hypersensitivity angiitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_HYPERMOBILITY	Hypermobility syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ILIOTIBBAND	Iliotibial band syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_IMPINGEMENT	Impingement syndrome of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_INFBURSA	Infective bursitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_INFTENOSYNOVITIS	Other infective (teno)synovitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_JUVERHEU	Juvenile rheuma	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_JUVOSTEOCHONRHIP	Juvenile osteochondrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_KYPHOSIS	Kyphosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_LATERALEPICOND	Lateral epicondylitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_LIMBDEFORM	Other specified acquired deformities of limbs	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_LIMBLENGTH	Unequal limb length (acquired)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_LOWBACKPAIN	Low back pain	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_LOWBACKPAINORANDSCIATICA	Lower back pain or/and sciatica	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MCTD	Mixed connective tissue disease	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MEDIALEPICOND	Medial epicondylitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MENISCUSDERANGEMENTS	Meniscus derangement	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_METATARSALGIA	Metatarsalgia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MICROPOLYANG	Microscopic polyangiitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MONOARTHRITIS	Monoarthritis, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MULTIFIBRO	Multifocal fibrosclerosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MUSCLE	Disorders of muscles	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MUSCLEDISNAS	Other specified disorders of muscle	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MUSCLESTRAIN	Muscle strain	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MUSCONTRAC	Contracture of muscle	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MUSCULOSKELEOTH	Other disorders of the musculoskeletal system and connective tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MYALGIA	Myalgia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_MYOSITIS	Myositis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_NECROFASC	Necrotizing fasciitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_NECROVASCNAS	Other specified/unspecified necrotizing vasculopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_NEURALGIA	Neuralgia and neuritis, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OLECRANONBURSITIS	Olecranon bursitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OSTEOCHONDRO	Osteopathies and chondropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OSTEOMALACIA	Osteomalacia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OSTEOMYELVERTEB	Osteomyelitis of vertebra	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OSTEOPATHYINOTH	Osteopathy in diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OTHERBONE	Other disorders of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OTHERJOINT	Other joint disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OVERLAP	Other overlap syndromes	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_OVERUSENAS	Other/unspecified soft tissue disorders related to use, overuse and pressure	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PAGET	Paget disease	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PALINDROMIC	Palindromic rheumatism	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PANNICULITIS	Panniculitis affecting regions of neck and back	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PANNICULITISNAS	Panniculitis, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PATELLAOTH	Other disorders of patella	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PATELLARTEND	Patellar tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PERONEALTEND	Peroneal tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PLANTARFASC	Plantar fascial fibromatosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_POLNODOSA	Polyarteritis nodosa	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_POLYARTHRITIS	Polyarthritis, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_POLYARTHROPATHIES	Polyarthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_POLYMYO	Polymyositis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PREPATELLARBURSITIS	Prepatellar bursitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PSOASTEND	Psoas tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_PYOGARTH	Pyogenic arthritis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_RADICULOPATHY	Radiculopathy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_REACTARTH	Reactive arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_RECUDISLOCATIO	Recurrent dislocation and subluxation of joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_RHEUMA	Rheumatoid arthritis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_ROTATORCUFF	Rotator cuff syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_RUPTUREMUSC	Other rupture of muscle	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SACROCOGG	Sacrococcygeal disorders, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SHORTACHILLES	Short Achilles tendon (acquired)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SHOULDERBURSITIS	Bursitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SHOULDERNAS	Other shoulder lesions	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SOFTOVERUSE	Soft tissue disorders related to use, overuse and pressure	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SOFTTISSUE	Soft tissue disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SOFTTISSUENAS	Other specified/unspecified soft tissue disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SPINALOSTEOCHON	Spinal osteochondrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SPINENTHES	Spinal enthesopathy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SPININSTAB	Spinal instabilities	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SPONDYLINFLAMNAS	Other specified/unspecified inflammatory spondylopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SPONDYLOPATHINOTH	Spondylopathies in diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SPONDYLOPATHY	Spondylopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SPONDYLOPATHYNAS	Other specified/unspecified spondylopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SYNOHYPERTROPH	Synovial hypertrophy, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SYNOTEND	Disorders of synovium and tendon	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SYNOTENDINOTH	Disorders of synovium and tendon in diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SYSTCONINOTH	Systemic disorders of connective tissue in diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_SYSTCONNECT	Systemic connective tissue disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TEMPARTERIT	Temporal arteritis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TENDONCONTRACT	Oher contracture of tendon (sheath)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TENDOSYNOVITISNAS	Other/unspecified synovitis and tenosynovitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_THORACISPINEPAIN	Pain in thoracic spine	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TIBIALCOLLATERAL	Tibial collateral bursitis [Pellegrini-Stieda]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TIETZE	Chondrocostal junction syndrome [Tietze]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TOEDEFORMOTH	Other deformities of toe(s)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TRANSSYNOVITIS	Transient synovitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TRIGGERFINGER	Trigger finger	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_TROCHANTERICBURSITIS	Trochanteric bursitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_VALGUS	Valgus deformity, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_VARUS	Varus deformity, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_VILLONODULAR	Villonodular synovitis (pigmented)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	M13_WEGENER	Wegener granulomatosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	MACULAR_CYST	Macular cyst	VII Diseases of the eye and adnexa (H7_)			
	MACULAR_HOLE	Macular hole	VII Diseases of the eye and adnexa (H7_)			
	MACULAR_PUCKER	Macular pucker	VII Diseases of the eye and adnexa (H7_)			
	MACULA_NAS	Degenerative macular diseases	VII Diseases of the eye and adnexa (H7_)			
	MACULA_NAS_ADVERSE	Degenerative macular diseases, drug-induced	VII Diseases of the eye and adnexa (H7_)			
	MATERNCAREFETUSALCO	Maternal care for (suspected) damage to fetus from alcohol	Alcohol related diseases			
	MENINGITIS	Meningitis	Comorbidities of Neurological endpoints			
	MIGRAINE_UNSPE	Migraine, unspecified, drug-induced	VI Diseases of the nervous system (G6_)			
	MUCOPROCT	Mucosal proctocolitis	Gastrointestinal endpoints			
	MYCOBLUNGATYPICA	Atypical mycobacterium lung infection	Interstitial lung disease endpoints			
	MYELOPROF_NONCML	Myeloproliferative diseases (CML excluded)	Other, not yet classified endpoints (same as #MISC)			
	N14_ACUTENEPHRITIC	Acute nephritic syndrome	XIV Diseases of the genitourinary system (N14_)			
	N14_AMENORRHEAPRIM	Amenorrhoea	XIV Diseases of the genitourinary system (N14_)			
	N14_BARTHOABSCESS	Abscess of Bartholin gland	XIV Diseases of the genitourinary system (N14_)			
	N14_BARTHOCYS	Cyst of Bartholin Gland	XIV Diseases of the genitourinary system (N14_)			
	N14_BARTHOOTHNAS	Other and unspecified disease of Bartholin gland	XIV Diseases of the genitourinary system (N14_)			
	N14_BREAST	Disorders of breast	XIV Diseases of the genitourinary system (N14_)			
	N14_CERVICAL_DYSPLASIA_ALL	All dysplastic lesions of the cervix uteri	XIV Diseases of the genitourinary system (N14_)			
	N14_CERVICAL_DYSPLASIA_NOS	Dysplastic lesion of unknown severity of the cervix uteri	XIV Diseases of the genitourinary system (N14_)			
	N14_CERVICAL_HSIL	HSIL lesion of the cervix uteri	XIV Diseases of the genitourinary system (N14_)			
	N14_CERVICAL_LSIL	LSIL lesion of the cervix uteri	XIV Diseases of the genitourinary system (N14_)			
	N14_DIALYSIS	Dialysis	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_ASRM_STAGE1_2	Endometriosis ASRM stages 1,2	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_ASRM_STAGE3_4	Endometriosis ASRM stages 3,4	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_DEEP	Deep endometriosis	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_FALLOPIAN_TUBE	Endometriosis of fallopian tube	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_INTESTINE	Endometriosis of intestine	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_NOS	Unspecified/other endometriosis	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_OVARY	Endometriosis of ovary	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	XIV Diseases of the genitourinary system (N14_)			
	N14_ENDOMETRIOSIS_UTERUS	Adenomyosis (Endometriosis of uterus)	XIV Diseases of the genitourinary system (N14_)			
	N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	XIV Diseases of the genitourinary system (N14_)			
	N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	XIV Diseases of the genitourinary system (N14_)			
	N14_FEMALEINFERT	Female infertility	XIV Diseases of the genitourinary system (N14_)			
	N14_FEMALE_GENITAL_DYSPLASIA_ALL	All dysplastic lesions of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_FEMALE_GENITAL_DYSPLASIA_NOS	Dysplastic lesion of unknown severity in the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_FEMALE_GENITAL_HSIL	HSIL lesion of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_FEMALE_GENITAL_LSIL	LSIL lesion of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_FEMPELINFINOTH	Female pelvic inflammatory disorders in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)			
	N14_FIANOV	Female infertility, associated with anovulation	XIV Diseases of the genitourinary system (N14_)			
	N14_FIOTHNAS	Female infertility, cervigal, vaginal, other or unspecified origin	XIV Diseases of the genitourinary system (N14_)			
	N14_FITUB	Female infertility, tubal origin	XIV Diseases of the genitourinary system (N14_)			
	N14_FIUTERINE	Female infertility, uterine origin	XIV Diseases of the genitourinary system (N14_)			
	N14_GALACTORRHEA	Galactorrhea	XIV Diseases of the genitourinary system (N14_)			
	N14_GLOMERULAR	Glomerular diseases	XIV Diseases of the genitourinary system (N14_)			
	N14_HABITABORT	Habitual aborter	XIV Diseases of the genitourinary system (N14_)			
	N14_HENOCHSCHONLEIN_NEPHRITIS	Henoch-Schönlein purpura nephritis (HSPN)	XIV Diseases of the genitourinary system (N14_)			
	N14_HYDRONEPHR	Hydronephrosis	XIV Diseases of the genitourinary system (N14_)			
	N14_IMPOTENCE	Impotence	XIV Diseases of the genitourinary system (N14_)			
	N14_INFLAMMBREAST	Inflammatory disorders of breast	XIV Diseases of the genitourinary system (N14_)			
	N14_ISOLPROTEINURIA	Isolated proteinuria with specified morphological lesion	XIV Diseases of the genitourinary system (N14_)			
	N14_KIDUROTH	Other disorders of kidney and ureter	XIV Diseases of the genitourinary system (N14_)			
	N14_MALEGEN	Diseases of male genital organs	XIV Diseases of the genitourinary system (N14_)			
	N14_MALEGENINOTH	Disorders of male genital organs in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)			
	N14_MALEINFERT	Male infertility	XIV Diseases of the genitourinary system (N14_)			
	N14_MENOPAUSOT	Other menopausal disorders	XIV Diseases of the genitourinary system (N14_)			
	N14_MENSIRREG	Irregular menses	XIV Diseases of the genitourinary system (N14_)			
	N14_OLIGOMEN	Oligomenorrhoea	XIV Diseases of the genitourinary system (N14_)			
	N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter	XIV Diseases of the genitourinary system (N14_)			
	N14_OTHINFVAGVULV	Other inflammation of vagina/vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_OTHNONINFOVA	Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament	XIV Diseases of the genitourinary system (N14_)			
	N14_OVARTORS	Torsion of ovary, ovarian pedicle and fallopian tube	XIV Diseases of the genitourinary system (N14_)			
	N14_OVAR_HYPERSTIM	Ovarian hyperstimulation (induction)	XIV Diseases of the genitourinary system (N14_)			
	N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	XIV Diseases of the genitourinary system (N14_)			
	N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube	XIV Diseases of the genitourinary system (N14_)			
	N14_RENALTUB	Renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)			
	N14_RENALTUBULOINOTH	Renal tubulo-interstitial disorders in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)			
	N14_RENALTUBULOOTH	Other renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)			
	N14_RENFAIL	Renal failure	XIV Diseases of the genitourinary system (N14_)			
	N14_SPERMATOCELE	Spermatocele	XIV Diseases of the genitourinary system (N14_)			
	N14_TORSIOTEST	Torsion of testis	XIV Diseases of the genitourinary system (N14_)			
	N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not specified as acute or chronic	XIV Diseases of the genitourinary system (N14_)			
	N14_ULCERVAGVUL	Ulcer of vagina/vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_UNSPECKIDCONTR	Unspecified contracted kidney	XIV Diseases of the genitourinary system (N14_)			
	N14_URETHRAOTH	Other disorders of urethra and urinary system	XIV Diseases of the genitourinary system (N14_)			
	N14_URINOTH	Other diseases of urinary system	XIV Diseases of the genitourinary system (N14_)			
	N14_VAGINAL_DYSPLASIA_ALL	All dysplastic lesions of the vagina	XIV Diseases of the genitourinary system (N14_)			
	N14_VAGINAL_HSIL	HSIL lesion of the vagina	XIV Diseases of the genitourinary system (N14_)			
	N14_VAGINAL_LSIL	LSIL lesion of the vagina	XIV Diseases of the genitourinary system (N14_)			
	N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_VULVAL_DYSPLASIA_ALL	All dysplastic lesions of the vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_VULVAL_HSIL	HSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_VULVAL_LSIL	LSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)			
	N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	XIV Diseases of the genitourinary system (N14_)			
	NAFLD	Nonalcoholic fatty liver disease	Gastrointestinal endpoints			
	NASH	Nonalcoholic steatohepatitis	Gastrointestinal endpoints			
	NECROVASC_FG	Other necrotizing vasculopathies (FG)	Rheuma endpoints			
	NEURODEGOTH	Other degenerative diseases of the nervous system	Comorbidities of Gastrointestinal endpoints			
	NIV	Non-invasive ventilation	Interstitial lung disease endpoints			
	NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more control exclusions)	Asthma and related endpoints			
